DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,k,Algorithm,k algo,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Msgs Counter Arrive,Msgs Counter Deliver,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors,Average Idle Time,Max Idle Time
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,7600,7061.58,1.0,7061.58,0.0,0.0,4325.36,43253.6,277.05,277.05,0.0,1.0,7.04,6652.364799999998,7117.12
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,7700,7061.58,1.0,7061.58,0.0,0.0,4384.91,43849.1,277.05,277.05,0.0,1.0,7.04,6743.8032,7202.38
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,7800,7061.58,1.0,7061.58,0.0,0.0,4441.59,44415.9,277.05,277.05,0.0,1.0,7.04,6833.741599999996,7296.97
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,7900,7061.58,1.0,7061.58,0.0,0.0,4494.29,44942.9,277.05,277.05,0.0,1.0,7.04,6919.148599999999,7395.79
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,8000,7061.58,1.0,7061.565,0.0,0.0,4550.35,45503.5,277.05,277.05,0.015,1.0,7.04,7006.869999999996,7478.68
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,8100,7061.58,1.0,7061.545,0.0,0.0,4607.4,46074.0,277.05,277.05,0.035,1.0,7.04,7095.3278,7580.39
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,8200,7061.58,1.0,7061.58,0.0,0.0,4662.79,46627.9,276.34,277.05,0.0,1.0,7.04,7184.800200000003,7683.17
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,8300,7061.58,1.0,7061.58,0.0,0.0,4718.07,47180.7,276.34,277.05,0.0,1.0,7.04,7273.993200000003,7766.85
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,8400,7061.58,1.0,7061.58,0.0,0.0,4772.27,47722.7,276.34,276.34,0.0,1.0,7.04,7360.0104,7857.7
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,8500,7061.58,1.0,7061.58,0.0,0.0,4827.62,48276.2,276.34,276.34,0.0,1.0,7.04,7449.205399999999,7948.5
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,8600,7061.58,1.0,7061.58,0.0,0.0,4883.91,48839.1,276.34,276.34,0.0,1.0,7.04,7535.210999999999,8047.89
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,8700,7061.58,1.0,7061.58,0.0,0.0,4940.95,49409.5,276.34,276.34,0.0,1.0,7.04,7625.331799999999,8150.84
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,8800,7061.58,1.0,7061.58,0.0,0.0,4997.57,49975.7,276.34,276.34,0.0,1.0,7.04,7713.848400000001,8237.96
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,8900,7061.58,1.0,7061.5,0.0,0.0,5052.02,50520.2,276.34,276.34,0.08,1.0,7.04,7802.355600000001,8332.01
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9000,7061.58,1.0,7061.58,0.0,0.0,5106.24,51062.4,276.34,276.34,0.0,1.0,7.04,7892.5575999999965,8439.44
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9100,7061.58,1.0,7061.58,0.0,0.0,5167.32,51673.2,276.34,276.34,0.0,1.0,7.04,7985.8976,8534.26
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9200,7061.58,1.0,7061.58,0.0,0.0,5224.99,52249.9,276.34,276.34,0.0,1.0,7.04,8078.996600000001,8628.51
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9300,7061.58,1.0,7061.58,0.0,0.0,5285.33,52853.3,277.05,276.34,0.0,1.0,7.04,8172.177400000002,8725.79
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9400,7061.58,1.0,7061.58,0.0,0.0,5340.49,53404.9,277.05,277.05,0.0,1.0,7.04,8252.946200000004,8806.14
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9500,7061.58,1.0,7061.58,0.0,0.0,5394.25,53942.5,277.05,277.05,0.0,1.0,7.04,8340.862600000002,8912.35
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9600,7061.58,1.0,7061.58,0.0,0.0,5453.64,54536.4,277.05,277.05,0.0,1.0,7.04,8433.605599999999,9022.56
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9700,7061.58,1.0,7061.545,0.0,0.0,5506.11,55061.1,277.05,277.05,0.035,1.0,7.04,8518.830999999998,9104.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9800,7061.58,1.0,7061.58,0.0,0.0,5557.52,55575.2,277.05,277.05,0.0,1.0,7.04,8599.273399999998,9186.35
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,9900,7061.58,1.0,7061.58,0.0,0.0,5614.27,56142.7,277.05,277.05,0.0,1.0,7.04,8691.1774,9279.86
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,NaN,0.10219999999999996,1.0,0.0,0.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,100,NaN,1.0,NaN,0.0,0.0,150.58,2258.7,NaN,59.34,NaN,0.38839999999999997,3.97,41.95799999999999,75.3
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,200,NaN,1.0,NaN,0.0,0.0,224.25,3363.75,NaN,101.28,NaN,0.5409999999999999,4.84,110.34799999999996,168.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,300,NaN,1.0,NaN,0.0,0.0,282.56,4238.4,350.0,134.43,NaN,0.6576000000000001,5.38,186.62399999999997,263.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,400,NaN,1.0,NaN,0.0,0.0,336.03,5040.45,233.4,170.34,NaN,0.7704000000000001,5.92,267.52,355.1
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,500,7029.0,1.0,6658.0,0.0,0.0,380.93,5713.95,240.48,197.33,371.0,0.8512000000000002,6.35,347.40439999999995,448.4
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,600,7147.909090909091,1.0,6896.636363636364,0.0,0.0,425.13,6376.95,261.1777777777778,227.56,272.6363636363636,0.9116000000000001,6.65,430.11020000000013,542.4
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,700,7271.2,1.0,7134.734375,0.0,0.0,468.13,7021.95,264.57575757575756,247.03,172.2,0.9509999999999998,6.8,516.7108,639.66
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,800,7433.0344827586205,1.0,7306.61475409836,0.0,0.0,514.99,7724.85,263.8192771084337,257.27,130.05172413793105,0.9782000000000001,6.94,608.081,737.7
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,900,7504.544303797468,0.99,7429.158536585366,0.0,0.0,559.48,8392.2,270.48936170212767,264.24,107.5886075949367,0.9922,7.0,691.5619999999998,820.55
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,1000,7551.478260869565,1.0,7518.709677419355,0.0,0.0,614.44,9216.6,272.57142857142856,267.74,67.3804347826087,0.9968,7.02,787.5196,914.09
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,1100,7517.53125,1.0,7524.015625,0.0,0.0,669.97,10049.55,275.68367346938777,271.88,41.505208333333336,0.9983999999999998,7.04,879.6956,1007.78
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,1200,7453.886597938144,1.0,7484.913265306122,0.0,0.0,724.7,10870.5,277.6161616161616,271.84,32.5,0.9992,7.04,966.4492000000001,1087.23
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,1300,7444.73,0.99,7447.645,0.0,0.0,789.89,11848.35,279.85,276.29,29.615,1.0,7.04,1065.5883999999999,1189.53
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,1400,7400.87,1.0,7412.675,0.0,0.0,842.22,12633.3,277.2,276.44,21.415,1.0,7.04,1148.9169999999992,1278.15
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,1500,7365.77,0.99,7374.59,0.0,0.0,897.64,13464.6,278.98,276.99,20.97,1.0,7.04,1236.0667999999998,1368.61
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,1600,7331.61,1.0,7339.905,0.0,0.0,951.36,14270.4,279.8,276.76,17.275,1.0,7.04,1322.9174000000005,1455.38
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,1700,7302.34,1.0,7314.685,0.0,0.0,1009.98,15149.7,281.37,278.9,15.345,1.0,7.04,1416.6428,1556.77
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,1800,7289.57,0.99,7294.665,0.0,0.0,1063.75,15956.25,280.89,280.34,10.765,1.0,7.04,1504.6238000000003,1653.53
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,1900,7272.14,1.0,7280.265,0.0,0.0,1118.99,16784.85,280.47,281.53,11.205,1.0,7.04,1591.2032000000004,1740.47
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,2000,7256.64,1.0,7264.27,0.0,0.0,1174.9,17623.5,280.87,279.38,11.93,1.0,7.04,1679.9,1834.13
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,2100,7233.59,0.99,7241.945,0.0,0.0,1231.43,18471.45,280.61,279.7,14.925,1.0,7.04,1769.7574000000002,1919.2
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,2200,7214.75,0.98,7223.415,0.0,0.0,1288.83,19332.45,281.94,279.26,13.025,1.0,7.04,1858.464400000001,2011.73
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,2300,7202.56,0.99,7209.385,0.0,0.0,1345.55,20183.25,279.96,282.48,8.275,1.0,7.04,1947.8006000000003,2116.5
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,2400,7188.81,1.0,7193.945,0.0,0.0,1401.03,21015.45,278.71,280.31,8.105,1.0,7.04,2038.8304000000007,2200.3
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,2500,7177.24,1.0,7181.925,0.0,0.0,1460.5,21907.5,278.45,278.42,8.675,1.0,7.04,2130.989200000001,2298.6
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,2600,7166.5,1.0,7172.735,0.0,0.0,1516.96,22754.4,277.76,278.35,8.695,1.0,7.04,2221.3638,2396.99
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,2700,7153.0,1.0,7159.365,0.0,0.0,1571.55,23573.25,276.99,277.41,7.495,1.0,7.04,2308.9726000000005,2492.35
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,2800,7138.6,1.0,7146.805,0.0,0.0,1627.53,24412.95,277.13,276.94,9.505,1.0,7.04,2397.507199999999,2588.03
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,2900,7129.19,0.99,7133.455,0.0,0.0,1682.11,25231.65,277.11,277.37,6.525,1.0,7.04,2484.6627999999996,2672.34
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,3000,7121.7,1.0,7126.365,0.0,0.0,1740.1,26101.5,277.32,277.48,7.155,1.0,7.04,2575.033599999999,2769.15
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,3100,7116.21,1.0,7117.52,0.0,0.0,1791.9,26878.5,277.12,276.7,3.39,1.0,7.04,2657.0830000000005,2859.51
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,3200,7112.34,1.0,7113.69,0.0,0.0,1850.31,27754.65,276.6,277.39,2.55,1.0,7.04,2747.7306000000012,2949.74
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,3300,7105.3,1.0,7108.515,0.0,0.0,1907.05,28605.75,276.92,276.48,4.315,1.0,7.04,2839.4822,3051.48
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,3400,7102.2,1.0,7105.025,0.0,0.0,1963.74,29456.1,276.75,276.75,2.875,1.0,7.04,2928.0678000000007,3145.07
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,3500,7099.08,1.0,7101.375,0.0,0.0,2022.85,30342.75,275.91,276.17,2.295,1.0,7.04,3022.3838000000014,3248.5
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,3600,7095.32,1.0,7096.41,0.0,0.0,2080.67,31210.05,275.91,276.17,2.13,1.0,7.04,3112.921199999999,3338.49
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,3700,7090.95,1.0,7093.015,0.0,0.0,2131.11,31966.65,276.59,275.91,2.485,1.0,7.04,3195.108799999999,3424.17
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,3800,7086.25,1.0,7088.755,0.0,0.0,2186.2,32793.0,276.82,276.31,3.295,1.0,7.04,3282.2973999999995,3520.55
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,3900,7082.58,0.99,7084.08,0.0,0.0,2244.2,33663.0,276.8,277.08,2.26,1.0,7.04,3372.0689999999995,3608.04
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,4000,7079.01,1.0,7081.14,0.0,0.0,2302.44,34536.6,276.8,276.82,2.13,1.0,7.04,3461.9807999999994,3701.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,4100,7077.41,1.0,7078.695,0.0,0.0,2357.23,35358.45,276.8,276.8,1.365,1.0,7.04,3550.2702000000013,3803.86
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,4200,7076.6,0.99,7077.05,0.0,0.0,2412.65,36189.75,277.35,276.8,0.61,1.0,7.04,3637.2847999999994,3894.3
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,4300,7075.05,1.0,7075.665,0.0,0.0,2470.29,37054.35,277.3,277.26,0.765,1.0,7.04,3729.7441999999987,3995.78
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,4400,7073.16,1.0,7073.545,0.0,0.0,2526.48,37897.2,276.38,276.55,0.605,1.0,7.04,3820.416,4087.28
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,4500,7072.17,1.0,7072.445,0.0,0.0,2578.25,38673.75,276.38,276.38,0.315,1.0,7.04,3902.3152,4180.29
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,4600,7070.44,1.0,7071.41,0.0,0.0,2636.65,39549.75,276.57,276.38,0.97,1.0,7.04,3992.5068,4273.86
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,4700,7068.63,1.0,7070.075,0.0,0.0,2693.78,40406.7,277.44,276.57,1.445,1.0,7.04,4083.7454,4365.19
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,4800,7068.46,0.99,7068.54,0.0,0.0,2754.03,41310.45,277.24,276.37,0.83,1.0,7.04,4177.184400000001,4466.45
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,4900,7067.25,0.99,7067.245,0.0,0.0,2803.52,42052.8,276.8,277.24,1.345,1.0,7.04,4253.0596000000005,4554.76
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,5000,7065.39,1.0,7065.535,0.0,0.0,2860.99,42914.85,276.77,276.8,0.625,1.0,7.04,4346.0392,4652.41
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,5100,7064.94,1.0,7065.06,0.0,0.0,2921.58,43823.7,276.77,276.77,0.12,1.0,7.04,4441.490200000002,4747.29
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,5200,7064.94,1.0,7065.06,0.0,0.0,2978.86,44682.9,276.77,276.77,0.12,1.0,7.04,4531.720400000002,4838.73
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,5300,7064.88,1.0,7064.88,0.0,0.0,3026.29,45394.35,277.48,276.77,0.06,1.0,7.04,4605.82,4917.86
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,5400,7064.74,1.0,7065.135,0.0,0.0,3090.24,46353.6,277.48,277.48,0.655,1.0,7.04,4708.746,5034.8
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,5500,7063.59,1.0,7064.305,0.0,0.0,3146.46,47196.9,276.65,277.02,0.715,1.0,7.04,4798.062200000002,5131.22
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,5600,7063.09,1.0,7063.68,0.0,0.0,3198.36,47975.4,276.87,276.65,0.6,1.0,7.04,4877.060799999999,5210.26
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,5700,7062.76,1.0,7062.395,0.0,0.0,3259.62,48894.3,276.87,276.87,0.835,1.0,7.04,4972.475999999998,5317.44
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,5800,7062.76,1.0,7062.76,0.0,0.0,3314.98,49724.7,276.87,276.87,0.0,1.0,7.04,5056.898800000003,5415.59
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,5900,7062.76,1.0,7062.94,0.0,0.0,3369.76,50546.4,276.87,276.87,0.18,1.0,7.04,5144.132599999998,5504.47
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,6000,7062.76,1.0,7062.76,0.0,0.0,3429.87,51448.05,276.87,276.87,0.0,1.0,7.04,5235.1612,5590.07
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,6100,7062.76,1.0,7062.76,0.0,0.0,3481.59,52223.85,276.87,276.87,0.0,1.0,7.04,5318.929599999999,5686.03
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,6200,7062.49,1.0,7062.94,0.0,0.0,3534.87,53023.05,276.87,276.87,0.49,1.0,7.04,5405.272400000003,5768.08
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,6300,7062.45,1.0,7062.695,0.0,0.0,3588.95,53834.25,276.16,276.16,0.425,1.0,7.04,5493.441200000001,5869.23
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,6400,7062.45,1.0,7062.36,0.0,0.0,3648.95,54734.25,276.16,276.16,0.09,1.0,7.04,5585.9136,5969.46
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,6500,7062.45,1.0,7062.42,0.0,0.0,3707.82,55617.3,276.16,276.16,0.03,1.0,7.04,5679.470000000002,6074.45
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,6600,7061.58,1.0,7061.38,0.0,0.0,3764.55,56468.25,276.34,276.34,0.68,1.0,7.04,5766.976199999999,6162.96
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,6700,7061.58,1.0,7061.38,0.0,0.0,3817.51,57262.65,276.34,276.34,0.68,1.0,7.04,5849.341800000002,6247.8
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,6800,7061.58,1.0,7061.29,0.0,0.0,3879.35,58190.25,276.34,276.34,0.29,1.0,7.04,5944.926399999999,6355.44
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,6900,7061.58,1.0,7061.58,0.0,0.0,3937.23,59058.45,276.34,276.34,0.0,1.0,7.04,6040.009600000001,6453.83
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,7000,7061.58,1.0,7061.58,0.0,0.0,3994.17,59912.55,276.34,276.34,0.0,1.0,7.04,6129.219200000001,6542.26
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,7100,7061.58,1.0,7061.58,0.0,0.0,4045.32,60679.8,276.34,276.34,0.0,1.0,7.04,6210.348000000002,6621.62
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,7200,7061.58,1.0,7061.58,0.0,0.0,4100.17,61502.55,277.05,276.34,0.0,1.0,7.04,6299.230399999998,6724.01
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,7300,7061.58,1.0,7061.58,0.0,0.0,4157.27,62359.05,277.05,277.05,0.0,1.0,7.04,6389.845799999998,6824.11
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,7400,7061.58,1.0,7061.58,0.0,0.0,4213.53,63202.95,277.05,277.05,0.0,1.0,7.04,6479.910400000001,6928.98
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,7500,7061.58,1.0,7061.58,0.0,0.0,4269.98,64049.7,277.05,277.05,0.0,1.0,7.04,6566.6885999999995,7010.03
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,7600,7061.58,1.0,7061.58,0.0,0.0,4323.26,64848.9,277.05,277.05,0.0,1.0,7.04,6651.518799999999,7106.07
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,7700,7061.58,1.0,7061.58,0.0,0.0,4384.81,65772.15,277.05,277.05,0.0,1.0,7.04,6750.766399999999,7206.57
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,7800,7061.58,1.0,7061.58,0.0,0.0,4439.27,66589.05,277.05,277.05,0.0,1.0,7.04,6836.394399999999,7305.51
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,7900,7061.58,1.0,7061.76,0.0,0.0,4500.63,67509.45,277.05,277.05,0.18,1.0,7.04,6932.5142000000005,7403.27
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,8000,7061.58,1.0,7061.58,0.0,0.0,4546.99,68204.85,277.05,277.05,0.0,1.0,7.04,7003.471400000005,7470.35
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,8100,7061.58,1.0,7061.58,0.0,0.0,4605.73,69085.95,277.05,277.05,0.0,1.0,7.04,7100.030800000003,7584.37
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,8200,7061.58,1.0,7061.58,0.0,0.0,4659.83,69897.45,276.34,277.05,0.0,1.0,7.04,7187.236000000001,7682.1
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,8300,7061.58,1.0,7061.58,0.0,0.0,4719.5,70792.5,276.34,276.34,0.0,1.0,7.04,7281.973399999997,7782.41
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,8400,7062.03,0.99,7061.58,0.0,0.0,4775.73,71635.95,276.34,276.34,0.45,1.0,7.04,7369.294399999998,7862.03
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,8500,7061.58,1.0,7061.815,0.0,0.0,4827.78,72416.7,276.34,276.34,0.235,1.0,7.04,7451.973400000001,7946.58
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,8600,7061.58,1.0,7061.58,0.0,0.0,4888.41,73326.15,276.34,276.34,0.0,1.0,7.04,7545.950200000004,8066.56
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,8700,7061.58,1.0,7061.58,0.0,0.0,4945.52,74182.8,276.34,276.34,0.0,1.0,7.04,7634.581400000001,8169.06
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,8800,7061.58,1.0,7061.4,0.0,0.0,5001.85,75027.75,276.34,276.34,0.18,1.0,7.04,7720.900600000002,8247.74
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,8900,7061.58,1.0,7061.58,0.0,0.0,5058.24,75873.6,276.34,276.34,0.0,1.0,7.04,7810.285399999997,8334.79
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,9000,7061.58,1.0,7061.58,0.0,0.0,5114.45,76716.75,276.34,276.34,0.0,1.0,7.04,7900.310999999998,8432.12
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,9100,7061.58,1.0,7061.58,0.0,0.0,5167.59,77513.85,276.34,276.34,0.0,1.0,7.04,7985.556399999999,8530.11
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,9200,7061.58,1.0,7061.58,0.0,0.0,5223.47,78352.05,277.05,276.34,0.0,1.0,7.04,8074.073200000002,8619.05
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,9300,7061.58,1.0,7061.58,0.0,0.0,5281.73,79225.95,277.05,277.05,0.0,1.0,7.04,8165.4496000000045,8718.81
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,15,CAMDLS Naive,0,9400,7061.58,1.0,7061.345,0.0,0.0,5338.37,80075.55,277.05,277.05,0.235,1.0,7.04,8250.521800000004,8805.84
